Table 2. Civilian labor force and unemployment by selected metropolitan area and metropolitan division, seasonally adjusted

  LAUS      State   Area FIPS                                                                                    Civilian                                      Unemployment
  Code    FIPS Code   Code                       Selected Area and Division                       Year  Month   Labor Force       Employment    Unemployment        Rate
DV172940     17       29404         Lake County-Kenosha County, IL-WI Met Div                     2000    06       419,521           403,707        15,814           3.8
MT257165     25       71650      Boston-Cambridge-Quincy, MA-NH Met NECTA                         2000    06     2,456,981         2,395,214        61,767           2.5
DV257165     25       71654         Boston-Cambridge-Quincy, MA NECTA Div                         2000    06     1,501,360         1,465,565        35,795           2.4
DV257210     25       72104         Brockton-Bridgewater-Easton, MA NECTA Div                     2000    06       123,080           119,669         3,411           2.8
DV257310     25       73104         Framingham, MA NECTA Div                                      2000    06       142,153           139,029         3,124           2.2
DV257360     25       73604         Haverhill-North Andover-Amesbury, MA-NH NECTA Div             2000    06       120,438           117,173         3,265           2.7
DV257420     25       74204         Lawrence-Methuen-Salem, MA-NH NECTA Div                       2000    06        67,256            64,273         2,983           4.4
DV257480     25       74804         Lowell-Billerica-Chelmsford, MA-NH NECTA Div                  2000    06       150,941           147,003         3,938           2.6
DV337540     33       75404         Nashua, NH-MA NECTA Div                                       2000    06       167,469           162,887         4,582           2.7
DV257652     25       76524         Peabody, MA NECTA Div                                         2000    06       125,460           122,231         3,229           2.6
DV257825     25       78254         Taunton-Norton-Raynham, MA NECTA Div                          2000    06        58,862            57,326         1,536           2.6
MT261982     26       19820      Detroit-Warren-Livonia, MI MSA                                   2000    06     2,282,740         2,197,891        84,849           3.7
DV261980     26       19804         Detroit-Livonia-Dearborn, MI Met Div                          2000    06       952,388           911,448        40,940           4.3
DV264764     26       47644         Warren-Troy-Farmington Hills, MI Met Div                      2000    06     1,333,303         1,290,118        43,185           3.2
MT363562     36       35620      New York-Northern New Jersey-Long Island, NY-NJ-PA MSA           2000    06     8,923,330         8,525,128       398,202           4.5
DV342076     34       20764         Edison-New Brunswick, NJ Met Div                              2000    06     1,117,001         1,081,056        35,945           3.2
DV363500     36       35004         Nassau-Suffolk, NY Met Div                                    2000    06     1,412,580         1,364,910        47,670           3.4
DV363564     36       35644         New York-White Plains-Wayne, NY-NJ Met Div                    2000    06     5,333,247         5,057,026       276,221           5.2
DV343508     34       35084         Newark-Union, NJ-PA Met Div                                   2000    06     1,060,510         1,022,811        37,699           3.6
MT423798     42       37980      Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA                  2000    06     2,843,573         2,733,840       109,733           3.9
DV341580     34       15804         Camden, NJ Met Div                                            2000    06       609,976           588,971        21,005           3.4
DV423796     42       37964         Philadelphia, PA Met Div                                      2000    06     1,882,015         1,805,049        76,966           4.1
DV104886     10       48864         Wilmington, DE-MD-NJ Met Div                                  2000    06       351,407           339,705        11,702           3.3
