Table 2. Civilian labor force and unemployment by selected metropolitan area and metropolitan division, seasonally adjusted

  LAUS      State   Area FIPS                                                                                    Civilian                                      Unemployment
  Code    FIPS Code   Code                       Selected Area and Division                       Year  Month   Labor Force       Employment    Unemployment        Rate
DV257480     25       74804         Lowell-Billerica-Chelmsford, MA-NH NECTA Div                  2002    07       155,266           145,260        10,006           6.4
DV337540     33       75404         Nashua, NH-MA NECTA Div                                       2002    07       171,867           162,370         9,497           5.5
DV257652     25       76524         Peabody, MA NECTA Div                                         2002    07       129,613           122,638         6,975           5.4
DV257825     25       78254         Taunton-Norton-Raynham, MA NECTA Div                          2002    07        60,939            57,855         3,084           5.1
MT261982     26       19820      Detroit-Warren-Livonia, MI MSA                                   2002    07     2,224,808         2,084,979       139,829           6.3
DV261980     26       19804         Detroit-Livonia-Dearborn, MI Met Div                          2002    07       924,172           858,272        65,900           7.1
DV264764     26       47644         Warren-Troy-Farmington Hills, MI Met Div                      2002    07     1,302,288         1,228,326        73,962           5.7
MT363562     36       35620      New York-Northern New Jersey-Long Island, NY-NJ-PA MSA           2002    07     9,076,470         8,493,983       582,487           6.4
DV342076     34       20764         Edison-New Brunswick, NJ Met Div                              2002    07     1,156,615         1,094,066        62,549           5.4
DV363500     36       35004         Nassau-Suffolk, NY Met Div                                    2002    07     1,436,484         1,369,716        66,768           4.6
DV363564     36       35644         New York-White Plains-Wayne, NY-NJ Met Div                    2002    07     5,400,368         5,011,971       388,397           7.2
DV343508     34       35084         Newark-Union, NJ-PA Met Div                                   2002    07     1,083,010         1,018,530        64,480           6.0
MT423798     42       37980      Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA                  2002    07     2,905,293         2,748,773       156,520           5.4
DV341580     34       15804         Camden, NJ Met Div                                            2002    07       628,866           594,871        33,995           5.4
DV423796     42       37964         Philadelphia, PA Met Div                                      2002    07     1,928,860         1,821,509       107,351           5.6
DV104886     10       48864         Wilmington, DE-MD-NJ Met Div                                  2002    07       347,431           332,307        15,124           4.4
MT481910     48       19100      Dallas-Fort Worth-Arlington, TX MSA                              2002    07     2,942,522         2,751,253       191,269           6.5
DV481912     48       19124         Dallas-Plano-Irving, TX Met Div                               2002    07     1,977,830         1,844,389       133,441           6.7
DV482310     48       23104         Fort Worth-Arlington, TX Met Div                              2002    07       964,936           906,993        57,943           6.0
MT534266     53       42660      Seattle-Tacoma-Bellevue, WA MSA                                  2002    07     1,668,908         1,556,869       112,039           6.7
DV534264     53       42644         Seattle-Bellevue-Everett, WA Met Div                          2002    07     1,318,899         1,235,266        83,633           6.3
DV534510     53       45104         Tacoma, WA Met Div                                            2002    07       349,334           321,354        27,980           8.0
MT063110     06       31100      Los Angeles-Long Beach-Santa Ana, CA MSA                         2002    08     6,302,801         5,906,592       396,209           6.3
DV063108     06       31084         Los Angeles-Long Beach-Glendale, CA Met Div                   2002    08     4,725,267         4,407,337       317,930           6.7
DV064204     06       42044         Santa Ana-Anaheim-Irvine, CA Met Div                          2002    08     1,534,443         1,457,144        77,299           5.0
MT064186     06       41860      San Francisco-Oakland-Fremont, CA MSA                            2002    08     2,252,617         2,110,618       141,999           6.3
DV063608     06       36084         Oakland-Fremont-Hayward, CA Met Div                           2002    08     1,289,810         1,207,493        82,317           6.4
DV064188     06       41884         San Francisco-San Mateo-Redwood City, CA Met Div              2002    08       962,708           903,055        59,653           6.2
MT114790     11       47900      Washington-Arlington-Alexandria, DC-VA-MD-WV MSA                 2002    08     2,753,525         2,644,798       108,727           3.9
DV241364     24       13644         Bethesda-Rockville-Frederick, MD Met Div                      2002    08       612,391           591,534        20,857           3.4
DV114789     11       47894         Washington-Arlington-Alexandria, DC-VA-MD-WV Met Div          2002    08     2,141,826         2,053,470        88,356           4.1
MT123310     12       33100      Miami-Fort Lauderdale-Pompano Beach, FL MSA                      2002    08     2,577,960         2,422,496       155,464           6.0
DV122274     12       22744         Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div     2002    08       901,896           849,858        52,038           5.8
DV123312     12       33124         Miami-Miami Beach-Kendall, FL Met Div                         2002    08     1,078,150         1,010,986        67,164           6.2
DV124842     12       48424         West Palm Beach-Boca Raton-Boynton Beach, FL Met Div          2002    08       584,140           548,900        35,240           6.0
MT171698     17       16980      Chicago-Joliet-Naperville, IL-IN-WI MSA                          2002    08     4,706,532         4,387,337       319,195           6.8
DV171697     17       16974         Chicago-Joliet-Naperville, IL Met Div                         2002    08     3,925,515         3,650,271       275,244           7.0
DV182384     18       23844         Gary, IN Met Div                                              2002    08       329,800           310,730        19,070           5.8
DV172940     17       29404         Lake County-Kenosha County, IL-WI Met Div                     2002    08       422,690           398,692        23,998           5.7
MT257165     25       71650      Boston-Cambridge-Quincy, MA-NH Met NECTA                         2002    08     2,496,628         2,362,524       134,104           5.4
DV257165     25       71654         Boston-Cambridge-Quincy, MA NECTA Div                         2002    08     1,515,510         1,439,226        76,284           5.0
DV257210     25       72104         Brockton-Bridgewater-Easton, MA NECTA Div                     2002    08       125,479           118,728         6,751           5.4
DV257310     25       73104         Framingham, MA NECTA Div                                      2002    08       145,176           137,889         7,287           5.0
DV257360     25       73604         Haverhill-North Andover-Amesbury, MA-NH NECTA Div             2002    08       121,972           114,755         7,217           5.9
DV257420     25       74204         Lawrence-Methuen-Salem, MA-NH NECTA Div                       2002    08        70,603            63,930         6,673           9.5
DV257480     25       74804         Lowell-Billerica-Chelmsford, MA-NH NECTA Div                  2002    08       155,181           145,062        10,119           6.5
DV337540     33       75404         Nashua, NH-MA NECTA Div                                       2002    08       172,040           162,391         9,649           5.6
DV257652     25       76524         Peabody, MA NECTA Div                                         2002    08       129,623           122,593         7,030           5.4
DV257825     25       78254         Taunton-Norton-Raynham, MA NECTA Div                          2002    08        61,008            57,883         3,125           5.1
MT261982     26       19820      Detroit-Warren-Livonia, MI MSA                                   2002    08     2,222,671         2,084,839       137,832           6.2
DV261980     26       19804         Detroit-Livonia-Dearborn, MI Met Div                          2002    08       923,856           858,203        65,653           7.1
DV264764     26       47644         Warren-Troy-Farmington Hills, MI Met Div                      2002    08     1,301,797         1,228,560        73,237           5.6
MT363562     36       35620      New York-Northern New Jersey-Long Island, NY-NJ-PA MSA           2002    08     9,078,878         8,498,380       580,498           6.4
DV342076     34       20764         Edison-New Brunswick, NJ Met Div                              2002    08     1,157,641         1,094,653        62,988           5.4
DV363500     36       35004         Nassau-Suffolk, NY Met Div                                    2002    08     1,436,753         1,370,696        66,057           4.6
DV363564     36       35644         New York-White Plains-Wayne, NY-NJ Met Div                    2002    08     5,401,142         5,014,177       386,965           7.2
DV343508     34       35084         Newark-Union, NJ-PA Met Div                                   2002    08     1,083,520         1,019,081        64,439           5.9
MT423798     42       37980      Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA                  2002    08     2,904,542         2,748,216       156,326           5.4
DV341580     34       15804         Camden, NJ Met Div                                            2002    08       629,714           595,545        34,169           5.4
DV423796     42       37964         Philadelphia, PA Met Div                                      2002    08     1,927,802         1,820,579       107,223           5.6
DV104886     10       48864         Wilmington, DE-MD-NJ Met Div                                  2002    08       346,978           332,023        14,955           4.3
MT481910     48       19100      Dallas-Fort Worth-Arlington, TX MSA                              2002    08     2,944,027         2,752,704       191,323           6.5
DV481912     48       19124         Dallas-Plano-Irving, TX Met Div                               2002    08     1,978,839         1,845,480       133,359           6.7
DV482310     48       23104         Fort Worth-Arlington, TX Met Div                              2002    08       965,507           907,399        58,108           6.0
MT534266     53       42660      Seattle-Tacoma-Bellevue, WA MSA                                  2002    08     1,669,865         1,558,025       111,840           6.7
DV534264     53       42644         Seattle-Bellevue-Everett, WA Met Div                          2002    08     1,319,570         1,235,976        83,594           6.3
DV534510     53       45104         Tacoma, WA Met Div                                            2002    08       350,057           322,339        27,718           7.9
MT063110     06       31100      Los Angeles-Long Beach-Santa Ana, CA MSA                         2002    09     6,307,660         5,914,441       393,219           6.2
DV063108     06       31084         Los Angeles-Long Beach-Glendale, CA Met Div                   2002    09     4,729,394         4,415,648       313,746           6.6
DV064204     06       42044         Santa Ana-Anaheim-Irvine, CA Met Div                          2002    09     1,537,183         1,459,651        77,532           5.0
MT064186     06       41860      San Francisco-Oakland-Fremont, CA MSA                            2002    09     2,251,291         2,108,261       143,030           6.4
DV063608     06       36084         Oakland-Fremont-Hayward, CA Met Div                           2002    09     1,290,324         1,207,156        83,168           6.4
DV064188     06       41884         San Francisco-San Mateo-Redwood City, CA Met Div              2002    09       960,871           901,038        59,833           6.2
MT114790     11       47900      Washington-Arlington-Alexandria, DC-VA-MD-WV MSA                 2002    09     2,755,476         2,647,546       107,930           3.9
DV241364     24       13644         Bethesda-Rockville-Frederick, MD Met Div                      2002    09       612,576           591,930        20,646           3.4
DV114789     11       47894         Washington-Arlington-Alexandria, DC-VA-MD-WV Met Div          2002    09     2,143,225         2,055,629        87,596           4.1
MT123310     12       33100      Miami-Fort Lauderdale-Pompano Beach, FL MSA                      2002    09     2,581,897         2,427,024       154,873           6.0
DV122274     12       22744         Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div     2002    09       903,065           851,493        51,572           5.7
DV123312     12       33124         Miami-Miami Beach-Kendall, FL Met Div                         2002    09     1,078,367         1,011,856        66,511           6.2
DV124842     12       48424         West Palm Beach-Boca Raton-Boynton Beach, FL Met Div          2002    09       585,039           549,885        35,154           6.0
MT171698     17       16980      Chicago-Joliet-Naperville, IL-IN-WI MSA                          2002    09     4,704,997         4,386,241       318,756           6.8
DV171697     17       16974         Chicago-Joliet-Naperville, IL Met Div                         2002    09     3,924,554         3,650,118       274,436           7.0
DV182384     18       23844         Gary, IN Met Div                                              2002    09       329,653           310,943        18,710           5.7
DV172940     17       29404         Lake County-Kenosha County, IL-WI Met Div                     2002    09       422,688           398,837        23,851           5.6
MT257165     25       71650      Boston-Cambridge-Quincy, MA-NH Met NECTA                         2002    09     2,495,596         2,360,510       135,086           5.4
DV257165     25       71654         Boston-Cambridge-Quincy, MA NECTA Div                         2002    09     1,514,971         1,438,053        76,918           5.1
DV257210     25       72104         Brockton-Bridgewater-Easton, MA NECTA Div                     2002    09       125,383           118,573         6,810           5.4
DV257310     25       73104         Framingham, MA NECTA Div                                      2002    09       145,025           137,683         7,342           5.1
DV257360     25       73604         Haverhill-North Andover-Amesbury, MA-NH NECTA Div             2002    09       121,769           114,553         7,216           5.9
DV257420     25       74204         Lawrence-Methuen-Salem, MA-NH NECTA Div                       2002    09        70,557            63,866         6,691           9.5
DV257480     25       74804         Lowell-Billerica-Chelmsford, MA-NH NECTA Div                  2002    09       155,027           144,818        10,209           6.6
DV337540     33       75404         Nashua, NH-MA NECTA Div                                       2002    09       172,224           162,452         9,772           5.7
DV257652     25       76524         Peabody, MA NECTA Div                                         2002    09       129,579           122,494         7,085           5.5
DV257825     25       78254         Taunton-Norton-Raynham, MA NECTA Div                          2002    09        61,093            57,932         3,161           5.2
MT261982     26       19820      Detroit-Warren-Livonia, MI MSA                                   2002    09     2,222,125         2,085,215       136,910           6.2
DV261980     26       19804         Detroit-Livonia-Dearborn, MI Met Div                          2002    09       923,705           857,675        66,030           7.1
DV264764     26       47644         Warren-Troy-Farmington Hills, MI Met Div                      2002    09     1,301,282         1,228,433        72,849           5.6
MT363562     36       35620      New York-Northern New Jersey-Long Island, NY-NJ-PA MSA           2002    09     9,083,786         8,500,705       583,081           6.4
DV342076     34       20764         Edison-New Brunswick, NJ Met Div                              2002    09     1,158,454         1,095,015        63,439           5.5
DV363500     36       35004         Nassau-Suffolk, NY Met Div                                    2002    09     1,437,156         1,371,470        65,686           4.6
DV363564     36       35644         New York-White Plains-Wayne, NY-NJ Met Div                    2002    09     5,404,446         5,014,969       389,477           7.2
DV343508     34       35084         Newark-Union, NJ-PA Met Div                                   2002    09     1,084,010         1,019,338        64,672           6.0
MT423798     42       37980      Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA                  2002    09     2,902,218         2,745,708       156,510           5.4
DV341580     34       15804         Camden, NJ Met Div                                            2002    09       630,305           595,896        34,409           5.5
DV423796     42       37964         Philadelphia, PA Met Div                                      2002    09     1,925,483         1,818,121       107,362           5.6
DV104886     10       48864         Wilmington, DE-MD-NJ Met Div                                  2002    09       346,513           331,659        14,854           4.3
MT481910     48       19100      Dallas-Fort Worth-Arlington, TX MSA                              2002    09     2,945,122         2,753,156       191,966           6.5
DV481912     48       19124         Dallas-Plano-Irving, TX Met Div                               2002    09     1,979,506         1,845,915       133,591           6.7
DV482310     48       23104         Fort Worth-Arlington, TX Met Div                              2002    09       965,931           907,452        58,479           6.1
MT534266     53       42660      Seattle-Tacoma-Bellevue, WA MSA                                  2002    09     1,670,117         1,558,121       111,996           6.7
DV534264     53       42644         Seattle-Bellevue-Everett, WA Met Div                          2002    09     1,320,159         1,236,199        83,960           6.4
DV534510     53       45104         Tacoma, WA Met Div                                            2002    09       350,474           322,915        27,559           7.9
MT063110     06       31100      Los Angeles-Long Beach-Santa Ana, CA MSA                         2002    10     6,310,838         5,918,497       392,341           6.2
DV063108     06       31084         Los Angeles-Long Beach-Glendale, CA Met Div                   2002    10     4,734,469         4,422,368       312,101           6.6
DV064204     06       42044         Santa Ana-Anaheim-Irvine, CA Met Div                          2002    10     1,540,058         1,462,384        77,674           5.0
MT064186     06       41860      San Francisco-Oakland-Fremont, CA MSA                            2002    10     2,249,425         2,105,467       143,958           6.4
DV063608     06       36084         Oakland-Fremont-Hayward, CA Met Div                           2002    10     1,290,419         1,206,407        84,012           6.5
DV064188     06       41884         San Francisco-San Mateo-Redwood City, CA Met Div              2002    10       958,945           899,011        59,934           6.2
MT114790     11       47900      Washington-Arlington-Alexandria, DC-VA-MD-WV MSA                 2002    10     2,756,806         2,649,009       107,797           3.9
DV241364     24       13644         Bethesda-Rockville-Frederick, MD Met Div                      2002    10       612,375           591,817        20,558           3.4
DV114789     11       47894         Washington-Arlington-Alexandria, DC-VA-MD-WV Met Div          2002    10     2,144,295         2,057,050        87,245           4.1
MT123310     12       33100      Miami-Fort Lauderdale-Pompano Beach, FL MSA                      2002    10     2,585,041         2,430,424       154,617           6.0
DV122274     12       22744         Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div     2002    10       903,865           852,685        51,180           5.7
DV123312     12       33124         Miami-Miami Beach-Kendall, FL Met Div                         2002    10     1,079,830         1,013,519        66,311           6.1
DV124842     12       48424         West Palm Beach-Boca Raton-Boynton Beach, FL Met Div          2002    10       585,712           550,578        35,134           6.0
MT171698     17       16980      Chicago-Joliet-Naperville, IL-IN-WI MSA                          2002    10     4,701,870         4,383,330       318,540           6.8
DV171697     17       16974         Chicago-Joliet-Naperville, IL Met Div                         2002    10     3,924,735         3,650,827       273,908           7.0
DV182384     18       23844         Gary, IN Met Div                                              2002    10       329,175           310,783        18,392           5.6
DV172940     17       29404         Lake County-Kenosha County, IL-WI Met Div                     2002    10       422,724           398,937        23,787           5.6
MT257165     25       71650      Boston-Cambridge-Quincy, MA-NH Met NECTA                         2002    10     2,493,254         2,357,250       136,004           5.5
DV257165     25       71654         Boston-Cambridge-Quincy, MA NECTA Div                         2002    10     1,513,482         1,435,865        77,617           5.1
DV257210     25       72104         Brockton-Bridgewater-Easton, MA NECTA Div                     2002    10       125,165           118,292         6,873           5.5
DV257310     25       73104         Framingham, MA NECTA Div                                      2002    10       144,813           137,422         7,391           5.1
DV257360     25       73604         Haverhill-North Andover-Amesbury, MA-NH NECTA Div             2002    10       121,575           114,387         7,188           5.9
DV257420     25       74204         Lawrence-Methuen-Salem, MA-NH NECTA Div                       2002    10        70,481            63,782         6,699           9.5
DV257480     25       74804         Lowell-Billerica-Chelmsford, MA-NH NECTA Div                  2002    10       154,809           144,538        10,271           6.6
DV337540     33       75404         Nashua, NH-MA NECTA Div                                       2002    10       172,367           162,545         9,822           5.7
DV257652     25       76524         Peabody, MA NECTA Div                                         2002    10       129,500           122,351         7,149           5.5
DV257825     25       78254         Taunton-Norton-Raynham, MA NECTA Div                          2002    10        61,173            57,981         3,192           5.2
MT261982     26       19820      Detroit-Warren-Livonia, MI MSA                                   2002    10     2,223,272         2,085,174       138,098           6.2
DV261980     26       19804         Detroit-Livonia-Dearborn, MI Met Div                          2002    10       923,656           856,332        67,324           7.3
DV264764     26       47644         Warren-Troy-Farmington Hills, MI Met Div                      2002    10     1,300,879         1,227,754        73,125           5.6
MT363562     36       35620      New York-Northern New Jersey-Long Island, NY-NJ-PA MSA           2002    10     9,089,288         8,499,762       589,526           6.5
DV342076     34       20764         Edison-New Brunswick, NJ Met Div                              2002    10     1,158,760         1,094,925        63,835           5.5
DV363500     36       35004         Nassau-Suffolk, NY Met Div                                    2002    10     1,437,576         1,371,902        65,674           4.6
DV363564     36       35644         New York-White Plains-Wayne, NY-NJ Met Div                    2002    10     5,409,045         5,013,763       395,282           7.3
DV343508     34       35084         Newark-Union, NJ-PA Met Div                                   2002    10     1,084,236         1,019,114        65,122           6.0
MT423798     42       37980      Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA                  2002    10     2,898,420         2,741,359       157,061           5.4
DV341580     34       15804         Camden, NJ Met Div                                            2002    10       630,380           595,682        34,698           5.5
DV423796     42       37964         Philadelphia, PA Met Div                                      2002    10     1,922,029         1,814,397       107,632           5.6
DV104886     10       48864         Wilmington, DE-MD-NJ Met Div                                  2002    10       346,212           331,290        14,922           4.3
MT481910     48       19100      Dallas-Fort Worth-Arlington, TX MSA                              2002    10     2,944,917         2,751,719       193,198           6.6
DV481912     48       19124         Dallas-Plano-Irving, TX Met Div                               2002    10     1,979,024         1,844,805       134,219           6.8
DV482310     48       23104         Fort Worth-Arlington, TX Met Div                              2002    10       966,137           907,124        59,013           6.1
MT534266     53       42660      Seattle-Tacoma-Bellevue, WA MSA                                  2002    10     1,669,726         1,557,218       112,508           6.7
DV534264     53       42644         Seattle-Bellevue-Everett, WA Met Div                          2002    10     1,320,311         1,235,620        84,691           6.4
DV534510     53       45104         Tacoma, WA Met Div                                            2002    10       350,568           323,039        27,529           7.9
MT063110     06       31100      Los Angeles-Long Beach-Santa Ana, CA MSA                         2002    11     6,312,310         5,919,001       393,309           6.2
DV063108     06       31084         Los Angeles-Long Beach-Glendale, CA Met Div                   2002    11     4,739,324         4,426,626       312,698           6.6
DV064204     06       42044         Santa Ana-Anaheim-Irvine, CA Met Div                          2002    11     1,542,744         1,465,120        77,624           5.0
MT064186     06       41860      San Francisco-Oakland-Fremont, CA MSA                            2002    11     2,246,727         2,102,180       144,547           6.4
DV063608     06       36084         Oakland-Fremont-Hayward, CA Met Div                           2002    11     1,289,932         1,205,266        84,666           6.6
DV064188     06       41884         San Francisco-San Mateo-Redwood City, CA Met Div              2002    11       956,791           896,894        59,897           6.3
MT114790     11       47900      Washington-Arlington-Alexandria, DC-VA-MD-WV MSA                 2002    11     2,757,915         2,649,763       108,152           3.9
DV241364     24       13644         Bethesda-Rockville-Frederick, MD Met Div                      2002    11       611,884           591,315        20,569           3.4
DV114789     11       47894         Washington-Arlington-Alexandria, DC-VA-MD-WV Met Div          2002    11     2,145,570         2,058,221        87,349           4.1
MT123310     12       33100      Miami-Fort Lauderdale-Pompano Beach, FL MSA                      2002    11     2,587,035         2,432,832       154,203           6.0
DV122274     12       22744         Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div     2002    11       904,281           853,457        50,824           5.6
DV123312     12       33124         Miami-Miami Beach-Kendall, FL Met Div                         2002    11     1,081,689         1,015,460        66,229           6.1
DV124842     12       48424         West Palm Beach-Boca Raton-Boynton Beach, FL Met Div          2002    11       586,158           551,064        35,094           6.0
MT171698     17       16980      Chicago-Joliet-Naperville, IL-IN-WI MSA                          2002    11     4,696,850         4,378,896       317,954           6.8
DV171697     17       16974         Chicago-Joliet-Naperville, IL Met Div                         2002    11     3,925,459         3,651,997       273,462           7.0
DV182384     18       23844         Gary, IN Met Div                                              2002    11       328,465           310,382        18,083           5.5
DV172940     17       29404         Lake County-Kenosha County, IL-WI Met Div                     2002    11       422,881           399,051        23,830           5.6
MT257165     25       71650      Boston-Cambridge-Quincy, MA-NH Met NECTA                         2002    11     2,489,858         2,353,138       136,720           5.5
DV257165     25       71654         Boston-Cambridge-Quincy, MA NECTA Div                         2002    11     1,511,139         1,432,888        78,251           5.2
DV257210     25       72104         Brockton-Bridgewater-Easton, MA NECTA Div                     2002    11       124,850           117,918         6,932           5.6
DV257310     25       73104         Framingham, MA NECTA Div                                      2002    11       144,577           137,147         7,430           5.1
DV257360     25       73604         Haverhill-North Andover-Amesbury, MA-NH NECTA Div             2002    11       121,390           114,256         7,134           5.9
DV257420     25       74204         Lawrence-Methuen-Salem, MA-NH NECTA Div                       2002    11        70,371            63,692         6,679           9.5
DV257480     25       74804         Lowell-Billerica-Chelmsford, MA-NH NECTA Div                  2002    11       154,588           144,282        10,306           6.7
DV337540     33       75404         Nashua, NH-MA NECTA Div                                       2002    11       172,441           162,674         9,767           5.7
DV257652     25       76524         Peabody, MA NECTA Div                                         2002    11       129,413           122,189         7,224           5.6
DV257825     25       78254         Taunton-Norton-Raynham, MA NECTA Div                          2002    11        61,236            58,020         3,216           5.3
MT261982     26       19820      Detroit-Warren-Livonia, MI MSA                                   2002    11     2,226,057         2,084,479       141,578           6.4
DV261980     26       19804         Detroit-Livonia-Dearborn, MI Met Div                          2002    11       923,755           854,219        69,536           7.5
DV264764     26       47644         Warren-Troy-Farmington Hills, MI Met Div                      2002    11     1,300,559         1,226,580        73,979           5.7
MT363562     36       35620      New York-Northern New Jersey-Long Island, NY-NJ-PA MSA           2002    11     9,093,901         8,496,816       597,085           6.6
DV342076     34       20764         Edison-New Brunswick, NJ Met Div                              2002    11     1,158,451         1,094,369        64,082           5.5
DV363500     36       35004         Nassau-Suffolk, NY Met Div                                    2002    11     1,438,182         1,372,265        65,917           4.6
DV363564     36       35644         New York-White Plains-Wayne, NY-NJ Met Div                    2002    11     5,413,492         5,011,442       402,050           7.4
DV343508     34       35084         Newark-Union, NJ-PA Met Div                                   2002    11     1,084,143         1,018,559        65,584           6.0
MT423798     42       37980      Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA                  2002    11     2,894,190         2,736,496       157,694           5.4
DV341580     34       15804         Camden, NJ Met Div                                            2002    11       630,039           595,090        34,949           5.5
DV423796     42       37964         Philadelphia, PA Met Div                                      2002    11     1,918,170         1,810,375       107,795           5.6
DV104886     10       48864         Wilmington, DE-MD-NJ Met Div                                  2002    11       346,238           331,066        15,172           4.4
MT481910     48       19100      Dallas-Fort Worth-Arlington, TX MSA                              2002    11     2,943,458         2,748,808       194,650           6.6
DV481912     48       19124         Dallas-Plano-Irving, TX Met Div                               2002    11     1,977,357         1,842,319       135,038           6.8
DV482310     48       23104         Fort Worth-Arlington, TX Met Div                              2002    11       966,251           906,647        59,604           6.2
MT534266     53       42660      Seattle-Tacoma-Bellevue, WA MSA                                  2002    11     1,669,062         1,555,966       113,096           6.8
DV534264     53       42644         Seattle-Bellevue-Everett, WA Met Div                          2002    11     1,320,130         1,234,619        85,511           6.5
DV534510     53       45104         Tacoma, WA Met Div                                            2002    11       350,410           322,846        27,564           7.9
MT063110     06       31100      Los Angeles-Long Beach-Santa Ana, CA MSA                         2002    12     6,312,715         5,917,668       395,047           6.3
DV063108     06       31084         Los Angeles-Long Beach-Glendale, CA Met Div                   2002    12     4,743,187         4,428,622       314,565           6.6
DV064204     06       42044         Santa Ana-Anaheim-Irvine, CA Met Div                          2002    12     1,544,967         1,467,679        77,288           5.0
MT064186     06       41860      San Francisco-Oakland-Fremont, CA MSA                            2002    12     2,242,964         2,098,280       144,684           6.5
DV063608     06       36084         Oakland-Fremont-Hayward, CA Met Div                           2002    12     1,288,804         1,203,789        85,015           6.6
DV064188     06       41884         San Francisco-San Mateo-Redwood City, CA Met Div              2002    12       954,195           894,501        59,694           6.3
MT114790     11       47900      Washington-Arlington-Alexandria, DC-VA-MD-WV MSA                 2002    12     2,759,346         2,650,707       108,639           3.9
DV241364     24       13644         Bethesda-Rockville-Frederick, MD Met Div                      2002    12       611,236           590,607        20,629           3.4
DV114789     11       47894         Washington-Arlington-Alexandria, DC-VA-MD-WV Met Div          2002    12     2,147,448         2,059,842        87,606           4.1
MT123310     12       33100      Miami-Fort Lauderdale-Pompano Beach, FL MSA                      2002    12     2,587,599         2,434,280       153,319           5.9
DV122274     12       22744         Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Met Div     2002    12       904,340           853,852        50,488           5.6
DV123312     12       33124         Miami-Miami Beach-Kendall, FL Met Div                         2002    12     1,083,175         1,017,135        66,040           6.1
DV124842     12       48424         West Palm Beach-Boca Raton-Boynton Beach, FL Met Div          2002    12       586,283           551,340        34,943           6.0
MT171698     17       16980      Chicago-Joliet-Naperville, IL-IN-WI MSA                          2002    12     4,690,064         4,373,987       316,077           6.7
